id,name,amazon_categ_id:id,sequence,max_occurs,min_occurs,uom_type_id:id
OccasionLifestylefine_other,OccasionLifestyle,amazon_ept_v10.fineother,7109,5,,
LithiumBatteryEnergyContentfine_other,LithiumBatteryEnergyContent,amazon_ept_v10.fineother,7110,,,
LithiumBatteryPackagingfine_other,LithiumBatteryPackaging,amazon_ept_v10.fineother,7111,,,
LithiumBatteryVoltagefine_other,LithiumBatteryVoltage,amazon_ept_v10.fineother,7112,,,
LithiumBatteryWeightfine_other,LithiumBatteryWeight,amazon_ept_v10.fineother,7113,,,
NumberOfLithiumIonCellsfine_other,NumberOfLithiumIonCells,amazon_ept_v10.fineother,7114,,,
NumberOfLithiumMetalCellsfine_other,NumberOfLithiumMetalCells,amazon_ept_v10.fineother,7115,,,
AreBatteriesIncludedfine_other,AreBatteriesIncluded,amazon_ept_v10.fineother,7116,,,
AreBatteriesRequiredfine_other,AreBatteriesRequired,amazon_ept_v10.fineother,7117,,,
BatteryTypefine_other,BatteryType,amazon_ept_v10.fineother,7118,3,,
BackFindingfine_other,BackFinding,amazon_ept_v10.fineother,7119,,,
BatteryCellCompositionfine_other,BatteryCellComposition,amazon_ept_v10.fineother,7120,,,
BatteryDescriptionfine_other,BatteryDescription,amazon_ept_v10.fineother,7121,,,
ChainTypefine_other,ChainType,amazon_ept_v10.fineother,7122,,,
ClaspTypefine_other,ClaspType,amazon_ept_v10.fineother,7123,,,
CollectionNamefine_other,CollectionName,amazon_ept_v10.fineother,7124,,,
ColorMapfine_other,ColorMap,amazon_ept_v10.fineother,7125,,,
DepartmentNamefine_other,DepartmentName,amazon_ept_v10.fineother,7126,,,
ReSizablefine_other,ReSizable,amazon_ept_v10.fineother,7127,,,
ItemLengthDescriptionfine_other,ItemLengthDescription,amazon_ept_v10.fineother,7128,,,
ItemShapefine_other,ItemShape,amazon_ept_v10.fineother,7129,,,
ItemStylingfine_other,ItemStyling,amazon_ept_v10.fineother,7130,,,
OccasionTypefine_other,OccasionType,amazon_ept_v10.fineother,7131,,,
PackageTypeNamefine_other,PackageTypeName,amazon_ept_v10.fineother,7132,,,
PatternNamefine_other,PatternName,amazon_ept_v10.fineother,7133,,,
RingSizefine_other,RingSize,amazon_ept_v10.fineother,7134,,,
SizingLowerRangefine_other,SizingLowerRange,amazon_ept_v10.fineother,7135,,,
SizingUpperRangefine_other,SizingUpperRange,amazon_ept_v10.fineother,7136,,,
CertificateTypefine_other,CertificateType,amazon_ept_v10.fineother,7137,9,,
CertificateNumberfine_other,CertificateNumber,amazon_ept_v10.fineother,7138,9,,
BagCaseTypebag_case,BagCaseType,amazon_ept_v10.bagcase,7139,,,
Stylebag_case,Style,amazon_ept_v10.bagcase,7140,,,
MaterialTypebag_case,MaterialType,amazon_ept_v10.bagcase,7141,,,
Featuresbag_case,Features,amazon_ept_v10.bagcase,7142,3,,
SpecificUsesbag_case,SpecificUses,amazon_ept_v10.bagcase,7143,,,
ProductSubtypeamazon_ce,ProductSubtype,amazon_ept_v10.amazon_ce_ept,7144,,,
AnalogVideoFormatamazon_ce,AnalogVideoFormat,amazon_ept_v10.amazon_ce_ept,7145,2,,
AnsweringSystemTypeamazon_ce,AnsweringSystemType,amazon_ept_v10.amazon_ce_ept,7146,,,
AntennaLengthamazon_ce,AntennaLength,amazon_ept_v10.amazon_ce_ept,7147,,,amazon_ept_v10.LengthUnitOfMeasure
AntennaTypeamazon_ce,AntennaType,amazon_ept_v10.amazon_ce_ept,7148,,,
AudioFeaturesDescriptionamazon_ce,AudioFeaturesDescription,amazon_ept_v10.amazon_ce_ept,7149,,,
AudioInputamazon_ce,AudioInput,amazon_ept_v10.amazon_ce_ept,7150,,,
AudioOutputEffectsamazon_ce,AudioOutputEffects,amazon_ept_v10.amazon_ce_ept,7151,5,,
AudioOutputModeamazon_ce,AudioOutputMode,amazon_ept_v10.amazon_ce_ept,7152,2,,
AudioOutputResponseBandwidthamazon_ce,AudioOutputResponseBandwidth,amazon_ept_v10.amazon_ce_ept,7153,,,
AudioOutputTypeamazon_ce,AudioOutputType,amazon_ept_v10.amazon_ce_ept,7154,,,
AudioSensitivityamazon_ce,AudioSensitivity,amazon_ept_v10.amazon_ce_ept,7155,,,
AutoRedialamazon_ce,AutoRedial,amazon_ept_v10.amazon_ce_ept,7156,,,
AreBatteriesIncludedamazon_ce,AreBatteriesIncluded,amazon_ept_v10.amazon_ce_ept,7157,,,
AreBatteriesRequiredamazon_ce,AreBatteriesRequired,amazon_ept_v10.amazon_ce_ept,7158,,,
BatteryTypeamazon_ce,BatteryType,amazon_ept_v10.amazon_ce_ept,7159,3,,
BatteryAverageLifeamazon_ce,BatteryAverageLife,amazon_ept_v10.amazon_ce_ept,7160,,,amazon_ept_v10.TimeUnitOfMeasure
BufferSizeamazon_ce,BufferSize,amazon_ept_v10.amazon_ce_ept,7161,,,amazon_ept_v10.MemorySizeUnitOfMeasure
BatteryTypeLithiumIonamazon_ce,BatteryTypeLithiumIon,amazon_ept_v10.amazon_ce_ept,7162,,,
BatteryTypeLithiumMetalamazon_ce,BatteryTypeLithiumMetal,amazon_ept_v10.amazon_ce_ept,7163,,,
BuiltInDecodersamazon_ce,BuiltInDecoders,amazon_ept_v10.amazon_ce_ept,7164,10,,
ButtonQuantityamazon_ce,ButtonQuantity,amazon_ept_v10.amazon_ce_ept,7165,,,
CabinetMaterialamazon_ce,CabinetMaterial,amazon_ept_v10.amazon_ce_ept,7166,,,
CableFeatureamazon_ce,CableFeature,amazon_ept_v10.amazon_ce_ept,7167,5,,
CableTechnologyamazon_ce,CableTechnology,amazon_ept_v10.amazon_ce_ept,7168,5,,
CableTypeamazon_ce,CableType,amazon_ept_v10.amazon_ce_ept,7169,,,
CacheMemoryInstalledSizeamazon_ce,CacheMemoryInstalledSize,amazon_ept_v10.amazon_ce_ept,7170,,,amazon_ept_v10.MemorySizeUnitOfMeasure
CallAlertsamazon_ce,CallAlerts,amazon_ept_v10.amazon_ce_ept,7171,,,
CallerIdentificationamazon_ce,CallerIdentification,amazon_ept_v10.amazon_ce_ept,7172,,,
CarryingStrapamazon_ce,CarryingStrap,amazon_ept_v10.amazon_ce_ept,7173,5,,
CassetteSystemTypeamazon_ce,CassetteSystemType,amazon_ept_v10.amazon_ce_ept,7174,,,
CDChangerTypeamazon_ce,CDChangerType,amazon_ept_v10.amazon_ce_ept,7175,,,
CDDiskCapacityamazon_ce,CDDiskCapacity,amazon_ept_v10.amazon_ce_ept,7176,,,
CDLoadTypeamazon_ce,CDLoadType,amazon_ept_v10.amazon_ce_ept,7177,,,
CDPlaybackModeamazon_ce,CDPlaybackMode,amazon_ept_v10.amazon_ce_ept,7178,5,,
CDSystemTypeamazon_ce,CDSystemType,amazon_ept_v10.amazon_ce_ept,7179,,,
CellularEnhancementProtocolamazon_ce,CellularEnhancementProtocol,amazon_ept_v10.amazon_ce_ept,7180,5,,
CoaxialDigitalInputamazon_ce,CoaxialDigitalInput,amazon_ept_v10.amazon_ce_ept,7181,,,
CoaxialDigitalOutputamazon_ce,CoaxialDigitalOutput,amazon_ept_v10.amazon_ce_ept,7182,,,
Coloramazon_ce,Color,amazon_ept_v10.amazon_ce_ept,7183,,,
ColorDepthamazon_ce,ColorDepth,amazon_ept_v10.amazon_ce_ept,7184,5,,
ColorMapamazon_ce,ColorMap,amazon_ept_v10.amazon_ce_ept,7185,,,
ColorSupportamazon_ce,ColorSupport,amazon_ept_v10.amazon_ce_ept,7186,5,,
CompatibleCartridgeamazon_ce,CompatibleCartridge,amazon_ept_v10.amazon_ce_ept,7187,10,,
CompatibleDevicesamazon_ce,CompatibleDevices,amazon_ept_v10.amazon_ce_ept,7188,10,,
ComponentTypeamazon_ce,ComponentType,amazon_ept_v10.amazon_ce_ept,7189,10,,
CompressedCapacityamazon_ce,CompressedCapacity,amazon_ept_v10.amazon_ce_ept,7190,,,amazon_ept_v10.MemorySizeUnitOfMeasure
ComputerPeripheralConnectoramazon_ce,ComputerPeripheralConnector,amazon_ept_v10.amazon_ce_ept,7191,5,,
ConferenceCallCapabilityamazon_ce,ConferenceCallCapability,amazon_ept_v10.amazon_ce_ept,7192,,,
ConnectivityProtocolamazon_ce,ConnectivityProtocol,amazon_ept_v10.amazon_ce_ept,7193,5,,
ConnectivityTechnologyamazon_ce,ConnectivityTechnology,amazon_ept_v10.amazon_ce_ept,7194,,,
CopierTypeamazon_ce,CopierType,amazon_ept_v10.amazon_ce_ept,7195,,,
CopySizeMaximumamazon_ce,CopySizeMaximum,amazon_ept_v10.amazon_ce_ept,7196,,,
CrossoverFrequencyamazon_ce,CrossoverFrequency,amazon_ept_v10.amazon_ce_ept,7197,,,
DACDataWidthamazon_ce,DACDataWidth,amazon_ept_v10.amazon_ce_ept,7198,,,
DataCompressionProtocolamazon_ce,DataCompressionProtocol,amazon_ept_v10.amazon_ce_ept,7199,5,,
DataLinkProtocolamazon_ce,DataLinkProtocol,amazon_ept_v10.amazon_ce_ept,7200,5,,
DataServiceamazon_ce,DataService,amazon_ept_v10.amazon_ce_ept,7201,,,
DataStorageCapabilityamazon_ce,DataStorageCapability,amazon_ept_v10.amazon_ce_ept,7202,,,
DataTransferRateamazon_ce,DataTransferRate,amazon_ept_v10.amazon_ce_ept,7203,,,amazon_ept_v10.DataTransferUnitOfMeasure
DeviceTypeamazon_ce,DeviceType,amazon_ept_v10.amazon_ce_ept,7204,,,
DGPSamazon_ce,DGPS,amazon_ept_v10.amazon_ce_ept,7205,,,
DialerTypeamazon_ce,DialerType,amazon_ept_v10.amazon_ce_ept,7206,,,
DigitalPlayerTypeamazon_ce,DigitalPlayerType,amazon_ept_v10.amazon_ce_ept,7207,,,
DigitalRecordingTimeamazon_ce,DigitalRecordingTime,amazon_ept_v10.amazon_ce_ept,7208,5,,
DigitalSignalingProtocolamazon_ce,DigitalSignalingProtocol,amazon_ept_v10.amazon_ce_ept,7209,5,,
DigitalStorageCapacityamazon_ce,DigitalStorageCapacity,amazon_ept_v10.amazon_ce_ept,7210,,,
DigitalZoomamazon_ce,DigitalZoom,amazon_ept_v10.amazon_ce_ept,7211,,,amazon_ept_v10.ZoomUnitOfMeasure
DisplayColorSupportamazon_ce,DisplayColorSupport,amazon_ept_v10.amazon_ce_ept,7212,5,,
DisplayLineQuantityamazon_ce,DisplayLineQuantity,amazon_ept_v10.amazon_ce_ept,7213,,,
DisplayResolutionMaximumamazon_ce,DisplayResolutionMaximum,amazon_ept_v10.amazon_ce_ept,7214,,,
DisplayTechnologyamazon_ce,DisplayTechnology,amazon_ept_v10.amazon_ce_ept,7215,,,
DisplayTypeamazon_ce,DisplayType,amazon_ept_v10.amazon_ce_ept,7216,,,
DriveUnitsamazon_ce,DriveUnits,amazon_ept_v10.amazon_ce_ept,7217,,,
Duplexamazon_ce,Duplex,amazon_ept_v10.amazon_ce_ept,7218,,,
DVDDiskCapacityamazon_ce,DVDDiskCapacity,amazon_ept_v10.amazon_ce_ept,7219,,,
DVDDiskChangerTypeamazon_ce,DVDDiskChangerType,amazon_ept_v10.amazon_ce_ept,7220,,,
DVDMediaLoadTypeamazon_ce,DVDMediaLoadType,amazon_ept_v10.amazon_ce_ept,7221,,,
DVDPictureZoomPoweramazon_ce,DVDPictureZoomPower,amazon_ept_v10.amazon_ce_ept,7222,5,,
DVDPlaybackModeamazon_ce,DVDPlaybackMode,amazon_ept_v10.amazon_ce_ept,7223,5,,
DVDTypeamazon_ce,DVDType,amazon_ept_v10.amazon_ce_ept,7224,,,
DVRCompressionRateamazon_ce,DVRCompressionRate,amazon_ept_v10.amazon_ce_ept,7225,,,
DVRMaxRecordingTimeamazon_ce,DVRMaxRecordingTime,amazon_ept_v10.amazon_ce_ept,7226,,,
DVRServiceDescriptionamazon_ce,DVRServiceDescription,amazon_ept_v10.amazon_ce_ept,7227,,,
Enclosureamazon_ce,Enclosure,amazon_ept_v10.amazon_ce_ept,7228,,,
Equalizeramazon_ce,Equalizer,amazon_ept_v10.amazon_ce_ept,7229,,,
EqualizerBandChannelsamazon_ce,EqualizerBandChannels,amazon_ept_v10.amazon_ce_ept,7230,,,
ErrorCorrectionProtocolamazon_ce,ErrorCorrectionProtocol,amazon_ept_v10.amazon_ce_ept,7231,5,,
EyeReliefamazon_ce,EyeRelief,amazon_ept_v10.amazon_ce_ept,7232,,,amazon_ept_v10.LengthUnitOfMeasure
FaceplateTypeamazon_ce,FaceplateType,amazon_ept_v10.amazon_ce_ept,7233,,,
FaxMachineCompatibilityamazon_ce,FaxMachineCompatibility,amazon_ept_v10.amazon_ce_ept,7234,,,
FaxTypeamazon_ce,FaxType,amazon_ept_v10.amazon_ce_ept,7235,,,
FlashMemoryInstalledSizeamazon_ce,FlashMemoryInstalledSize,amazon_ept_v10.amazon_ce_ept,7236,,,
FloppyDiskDriveamazon_ce,FloppyDiskDrive,amazon_ept_v10.amazon_ce_ept,7237,,,
FormFactoramazon_ce,FormFactor,amazon_ept_v10.amazon_ce_ept,7238,5,,
FreeAirResonantFrequencyamazon_ce,FreeAirResonantFrequency,amazon_ept_v10.amazon_ce_ept,7239,,,amazon_ept_v10.FrequencyUnitOfMeasure
FrequencyRangeamazon_ce,FrequencyRange,amazon_ept_v10.amazon_ce_ept,7240,5,,
FrequencyRequiredamazon_ce,FrequencyRequired,amazon_ept_v10.amazon_ce_ept,7241,,,
FrequencyResponseCurveamazon_ce,FrequencyResponseCurve,amazon_ept_v10.amazon_ce_ept,7242,,,
FrontAccessibleBaysQuantityamazon_ce,FrontAccessibleBaysQuantity,amazon_ept_v10.amazon_ce_ept,7243,,,
FuseDescriptionamazon_ce,FuseDescription,amazon_ept_v10.amazon_ce_ept,7244,,,
GPSNavigationamazon_ce,GPSNavigation,amazon_ept_v10.amazon_ce_ept,7245,,,
GraphicsCoprocessoramazon_ce,GraphicsCoprocessor,amazon_ept_v10.amazon_ce_ept,7246,,,
GraphicsCoprocessorQuantityamazon_ce,GraphicsCoprocessorQuantity,amazon_ept_v10.amazon_ce_ept,7247,,,
GraphicsRamamazon_ce,GraphicsRam,amazon_ept_v10.amazon_ce_ept,7248,,,
GreyscaleDepthamazon_ce,GreyscaleDepth,amazon_ept_v10.amazon_ce_ept,7249,5,,
HandsetDepthamazon_ce,HandsetDepth,amazon_ept_v10.amazon_ce_ept,7250,,,amazon_ept_v10.LengthUnitOfMeasure
HandsetHeightamazon_ce,HandsetHeight,amazon_ept_v10.amazon_ce_ept,7251,,,amazon_ept_v10.LengthUnitOfMeasure
HandsetLocatoramazon_ce,HandsetLocator,amazon_ept_v10.amazon_ce_ept,7252,,,
HandsetWeightamazon_ce,HandsetWeight,amazon_ept_v10.amazon_ce_ept,7253,,,amazon_ept_v10.WeightUnitOfMeasure
HandsetWidthamazon_ce,HandsetWidth,amazon_ept_v10.amazon_ce_ept,7254,,,amazon_ept_v10.LengthUnitOfMeasure
HardDiskDescriptionamazon_ce,HardDiskDescription,amazon_ept_v10.amazon_ce_ept,7255,,,
HardDiskInstalledQuantityamazon_ce,HardDiskInstalledQuantity,amazon_ept_v10.amazon_ce_ept,7256,,,
HardDiskRotationalSpeedamazon_ce,HardDiskRotationalSpeed,amazon_ept_v10.amazon_ce_ept,7257,,,
HardwareInterfaceamazon_ce,HardwareInterface,amazon_ept_v10.amazon_ce_ept,7258,10,,
HasCommercialSkipamazon_ce,HasCommercialSkip,amazon_ept_v10.amazon_ce_ept,7259,,,
HasDVDPictureZoomamazon_ce,HasDVDPictureZoom,amazon_ept_v10.amazon_ce_ept,7260,,,
HasParentalChannelLockamazon_ce,HasParentalChannelLock,amazon_ept_v10.amazon_ce_ept,7261,,,
HeadphonesFormFactoramazon_ce,HeadphonesFormFactor,amazon_ept_v10.amazon_ce_ept,7262,,,
HeadphonesJackamazon_ce,HeadphonesJack,amazon_ept_v10.amazon_ce_ept,7263,,,
HeadphonesTechnologyamazon_ce,HeadphonesTechnology,amazon_ept_v10.amazon_ce_ept,7264,,,
HorizontalResolutionamazon_ce,HorizontalResolution,amazon_ept_v10.amazon_ce_ept,7265,,,
HotSwapBaysQuantityamazon_ce,HotSwapBaysQuantity,amazon_ept_v10.amazon_ce_ept,7266,,,
HumanInterfaceInputamazon_ce,HumanInterfaceInput,amazon_ept_v10.amazon_ce_ept,7267,,,
HumanInterfaceOutputamazon_ce,HumanInterfaceOutput,amazon_ept_v10.amazon_ce_ept,7268,,,
ImageAspectRatioamazon_ce,ImageAspectRatio,amazon_ept_v10.amazon_ce_ept,7269,5,,
ImageBrightnessamazon_ce,ImageBrightness,amazon_ept_v10.amazon_ce_ept,7270,,,
ImageContrastRatioamazon_ce,ImageContrastRatio,amazon_ept_v10.amazon_ce_ept,7271,,,
Impedanceamazon_ce,Impedance,amazon_ept_v10.amazon_ce_ept,7272,,,amazon_ept_v10.ResistanceUnitOfMeasure
IncludesMP3Playeramazon_ce,IncludesMP3Player,amazon_ept_v10.amazon_ce_ept,7273,,,
IncludesRechargableBatteryamazon_ce,IncludesRechargableBattery,amazon_ept_v10.amazon_ce_ept,7274,,,
IncludesRemoteamazon_ce,IncludesRemote,amazon_ept_v10.amazon_ce_ept,7275,,,
IncludesSpeakerphoneamazon_ce,IncludesSpeakerphone,amazon_ept_v10.amazon_ce_ept,7276,,,
InputAdapteramazon_ce,InputAdapter,amazon_ept_v10.amazon_ce_ept,7277,5,,
InputChannelQuantityamazon_ce,InputChannelQuantity,amazon_ept_v10.amazon_ce_ept,7278,,,
ConnectionTypeamazon_ce,ConnectionType,amazon_ept_v10.amazon_ce_ept,7279,,,
NumberOfConnectionsamazon_ce,NumberOfConnections,amazon_ept_v10.amazon_ce_ept,7280,,,
InputConnectorTypeamazon_ce,InputConnectorType,amazon_ept_v10.amazon_ce_ept,7281,5,,
InputDeviceamazon_ce,InputDevice,amazon_ept_v10.amazon_ce_ept,7282,5,,
InputDeviceInterfaceamazon_ce,InputDeviceInterface,amazon_ept_v10.amazon_ce_ept,7283,10,,
Intercomamazon_ce,Intercom,amazon_ept_v10.amazon_ce_ept,7284,,,
InternalBaysQuantityamazon_ce,InternalBaysQuantity,amazon_ept_v10.amazon_ce_ept,7285,,,
ISDNTerminalAdapterInterfaceamazon_ce,ISDNTerminalAdapterInterface,amazon_ept_v10.amazon_ce_ept,7286,,,
IsHDTVCompatibleamazon_ce,IsHDTVCompatible,amazon_ept_v10.amazon_ce_ept,7287,,,
IsWaterproofamazon_ce,IsWaterproof,amazon_ept_v10.amazon_ce_ept,7288,,,
ItemDisplayDepthamazon_ce,ItemDisplayDepth,amazon_ept_v10.amazon_ce_ept,7289,,,amazon_ept_v10.LengthUnitOfMeasure
ItemDisplayHeightamazon_ce,ItemDisplayHeight,amazon_ept_v10.amazon_ce_ept,7290,,,amazon_ept_v10.LengthUnitOfMeasure
ItemDisplayLengthamazon_ce,ItemDisplayLength,amazon_ept_v10.amazon_ce_ept,7291,,,amazon_ept_v10.LengthUnitOfMeasure
ItemDisplayLengthMaximumamazon_ce,ItemDisplayLengthMaximum,amazon_ept_v10.amazon_ce_ept,7292,,,amazon_ept_v10.LengthUnitOfMeasure
ItemDisplayWeightamazon_ce,ItemDisplayWeight,amazon_ept_v10.amazon_ce_ept,7293,,,amazon_ept_v10.WeightUnitOfMeasure
ItemDisplayWidthamazon_ce,ItemDisplayWidth,amazon_ept_v10.amazon_ce_ept,7294,,,amazon_ept_v10.LengthUnitOfMeasure
LithiumBatteryEnergyContentamazon_ce,LithiumBatteryEnergyContent,amazon_ept_v10.amazon_ce_ept,7295,,,
LithiumBatteryPackagingamazon_ce,LithiumBatteryPackaging,amazon_ept_v10.amazon_ce_ept,7296,,,
LithiumBatteryVoltageamazon_ce,LithiumBatteryVoltage,amazon_ept_v10.amazon_ce_ept,7297,,,
LithiumBatteryWeightamazon_ce,LithiumBatteryWeight,amazon_ept_v10.amazon_ce_ept,7298,,,
KeyboardDescriptionamazon_ce,KeyboardDescription,amazon_ept_v10.amazon_ce_ept,7299,,,
LampTypeamazon_ce,LampType,amazon_ept_v10.amazon_ce_ept,7300,,,
LeftConnectorGenderamazon_ce,LeftConnectorGender,amazon_ept_v10.amazon_ce_ept,7301,,,
LeftConnectorTypeamazon_ce,LeftConnectorType,amazon_ept_v10.amazon_ce_ept,7302,5,,
MapTypeamazon_ce,MapType,amazon_ept_v10.amazon_ce_ept,7303,,,
MaterialTypeamazon_ce,MaterialType,amazon_ept_v10.amazon_ce_ept,7304,10,,
MaxCopyResolutionBlackWhiteamazon_ce,MaxCopyResolutionBlackWhite,amazon_ept_v10.amazon_ce_ept,7305,,,
MaxCopyResolutionColoramazon_ce,MaxCopyResolutionColor,amazon_ept_v10.amazon_ce_ept,7306,,,
MaximumBridgedOutputPoweramazon_ce,MaximumBridgedOutputPower,amazon_ept_v10.amazon_ce_ept,7307,,,
MaximumExternalResolutionamazon_ce,MaximumExternalResolution,amazon_ept_v10.amazon_ce_ept,7308,,,
MaximumImageSizeamazon_ce,MaximumImageSize,amazon_ept_v10.amazon_ce_ept,7309,,,amazon_ept_v10.LengthUnitOfMeasure
MaximumLinearPeakExcursionamazon_ce,MaximumLinearPeakExcursion,amazon_ept_v10.amazon_ce_ept,7310,,,amazon_ept_v10.LengthUnitOfMeasure
MaximumOutputPoweramazon_ce,MaximumOutputPower,amazon_ept_v10.amazon_ce_ept,7311,,,
MaximumRangeamazon_ce,MaximumRange,amazon_ept_v10.amazon_ce_ept,7312,,,amazon_ept_v10.LengthUnitOfMeasure
MaximumRangeIndoorsamazon_ce,MaximumRangeIndoors,amazon_ept_v10.amazon_ce_ept,7313,,,amazon_ept_v10.LengthUnitOfMeasure
MaximumSampleRateamazon_ce,MaximumSampleRate,amazon_ept_v10.amazon_ce_ept,7314,,,amazon_ept_v10.FrequencyUnitOfMeasure
MaximumScreenDistanceamazon_ce,MaximumScreenDistance,amazon_ept_v10.amazon_ce_ept,7315,,,amazon_ept_v10.LengthUnitOfMeasure
MaxInputSheetCapacityamazon_ce,MaxInputSheetCapacity,amazon_ept_v10.amazon_ce_ept,7316,,,
MaxPrintResolutionBlackWhiteamazon_ce,MaxPrintResolutionBlackWhite,amazon_ept_v10.amazon_ce_ept,7317,5,,
MaxPrintResolutionColoramazon_ce,MaxPrintResolutionColor,amazon_ept_v10.amazon_ce_ept,7318,5,,
MediaFormatamazon_ce,MediaFormat,amazon_ept_v10.amazon_ce_ept,7319,,,
MediaLoadTypeamazon_ce,MediaLoadType,amazon_ept_v10.amazon_ce_ept,7320,,,
MediaSizeMaximumamazon_ce,MediaSizeMaximum,amazon_ept_v10.amazon_ce_ept,7321,5,,
MediaTypeamazon_ce,MediaType,amazon_ept_v10.amazon_ce_ept,7322,10,,
MemoryStorageCapacityamazon_ce,MemoryStorageCapacity,amazon_ept_v10.amazon_ce_ept,7323,,,
MemoryTechnologyamazon_ce,MemoryTechnology,amazon_ept_v10.amazon_ce_ept,7324,,,
MicrophoneFormFactoramazon_ce,MicrophoneFormFactor,amazon_ept_v10.amazon_ce_ept,7325,,,
MicrophoneOperationModeamazon_ce,MicrophoneOperationMode,amazon_ept_v10.amazon_ce_ept,7326,5,,
MicrophoneTechnologyamazon_ce,MicrophoneTechnology,amazon_ept_v10.amazon_ce_ept,7327,,,
MiniDiscSystemamazon_ce,MiniDiscSystem,amazon_ept_v10.amazon_ce_ept,7328,,,
MinimumImageSizeamazon_ce,MinimumImageSize,amazon_ept_v10.amazon_ce_ept,7329,,,amazon_ept_v10.LengthUnitOfMeasure
MinimumScreenDistanceamazon_ce,MinimumScreenDistance,amazon_ept_v10.amazon_ce_ept,7330,,,amazon_ept_v10.LengthUnitOfMeasure
MinimumSystemRequirementDescriptionamazon_ce,MinimumSystemRequirementDescription,amazon_ept_v10.amazon_ce_ept,7331,,,
Modelamazon_ce,Model,amazon_ept_v10.amazon_ce_ept,7332,,,
ModelNameamazon_ce,ModelName,amazon_ept_v10.amazon_ce_ept,7333,,,
ModemDescriptionamazon_ce,ModemDescription,amazon_ept_v10.amazon_ce_ept,7334,,,
ModemInterfaceamazon_ce,ModemInterface,amazon_ept_v10.amazon_ce_ept,7335,,,
ModemTypeamazon_ce,ModemType,amazon_ept_v10.amazon_ce_ept,7336,,,
MonthlyDutyCycleamazon_ce,MonthlyDutyCycle,amazon_ept_v10.amazon_ce_ept,7337,,,
MountingHoleDiameteramazon_ce,MountingHoleDiameter,amazon_ept_v10.amazon_ce_ept,7338,,,amazon_ept_v10.LengthUnitOfMeasure
MovementDetectionTechnologyamazon_ce,MovementDetectionTechnology,amazon_ept_v10.amazon_ce_ept,7339,,,
MultilineOperationamazon_ce,MultilineOperation,amazon_ept_v10.amazon_ce_ept,7340,5,,
MultimediaFunctionalityamazon_ce,MultimediaFunctionality,amazon_ept_v10.amazon_ce_ept,7341,5,,
NavigationRoutesamazon_ce,NavigationRoutes,amazon_ept_v10.amazon_ce_ept,7342,,,
NetworkingFeatureamazon_ce,NetworkingFeature,amazon_ept_v10.amazon_ce_ept,7343,10,,
NetworkInterfaceDescriptionamazon_ce,NetworkInterfaceDescription,amazon_ept_v10.amazon_ce_ept,7344,,,
NumberOfLithiumIonCellsamazon_ce,NumberOfLithiumIonCells,amazon_ept_v10.amazon_ce_ept,7345,,,
NumberOfLithiumMetalCellsamazon_ce,NumberOfLithiumMetalCells,amazon_ept_v10.amazon_ce_ept,7346,,,
NumberOfPortsamazon_ce,NumberOfPorts,amazon_ept_v10.amazon_ce_ept,7347,,,
NumberOfSupportedZonesamazon_ce,NumberOfSupportedZones,amazon_ept_v10.amazon_ce_ept,7348,,,
ObjectiveLensDiameteramazon_ce,ObjectiveLensDiameter,amazon_ept_v10.amazon_ce_ept,7349,,,amazon_ept_v10.LengthUnitOfMeasure
OpticalDigitalInputamazon_ce,OpticalDigitalInput,amazon_ept_v10.amazon_ce_ept,7350,,,
OpticalDigitalOutputamazon_ce,OpticalDigitalOutput,amazon_ept_v10.amazon_ce_ept,7351,,,
OpticalSensorInterpolatedResolutionamazon_ce,OpticalSensorInterpolatedResolution,amazon_ept_v10.amazon_ce_ept,7352,,,amazon_ept_v10.PixelUnitOfMeasure
OpticalSensorResolutionamazon_ce,OpticalSensorResolution,amazon_ept_v10.amazon_ce_ept,7353,,,amazon_ept_v10.PixelUnitOfMeasure
OpticalStorageDeviceamazon_ce,OpticalStorageDevice,amazon_ept_v10.amazon_ce_ept,7354,2,,
OpticalStorageInstalledQuantityamazon_ce,OpticalStorageInstalledQuantity,amazon_ept_v10.amazon_ce_ept,7355,,,
OpticalStorageReadSpeedamazon_ce,OpticalStorageReadSpeed,amazon_ept_v10.amazon_ce_ept,7356,,,
OpticalStorageRewriteSpeedamazon_ce,OpticalStorageRewriteSpeed,amazon_ept_v10.amazon_ce_ept,7357,,,
OpticalStorageSecondaryReadSpeedamazon_ce,OpticalStorageSecondaryReadSpeed,amazon_ept_v10.amazon_ce_ept,7358,,,
OpticalStorageSecondaryRewriteSpeedamazon_ce,OpticalStorageSecondaryRewriteSpeed,amazon_ept_v10.amazon_ce_ept,7359,,,
OpticalStorageSecondaryTypeamazon_ce,OpticalStorageSecondaryType,amazon_ept_v10.amazon_ce_ept,7360,5,,
OpticalStorageSecondaryWriteSpeedamazon_ce,OpticalStorageSecondaryWriteSpeed,amazon_ept_v10.amazon_ce_ept,7361,,,
OpticalStorageWriteSpeedamazon_ce,OpticalStorageWriteSpeed,amazon_ept_v10.amazon_ce_ept,7362,,,
OutputChannelQuantityamazon_ce,OutputChannelQuantity,amazon_ept_v10.amazon_ce_ept,7363,,,
ConnectionTypeamazon_ce,ConnectionType,amazon_ept_v10.amazon_ce_ept,7364,,,
NumberOfConnectionsamazon_ce,NumberOfConnections,amazon_ept_v10.amazon_ce_ept,7365,,,
