id,name,amazon_categ_id:id,sequence
ColorNamethreedprinting,ColorName,amazon_ept_v10.amazon_threedprinting,1
Materialthreedprinting,Material,amazon_ept_v10.amazon_threedprinting,2
Material-Colorthreedprinting,Material-Color,amazon_ept_v10.amazon_threedprinting,3
Material-Sizethreedprinting,Material-Size,amazon_ept_v10.amazon_threedprinting,4
SizeNamethreedprinting,SizeName,amazon_ept_v10.amazon_threedprinting,5
SizeName-ColorNamethreedprinting,SizeName-ColorName,amazon_ept_v10.amazon_threedprinting,6
Sizecloth_access,Size,amazon_ept_v10.clothingaccessories,7
Colorcloth_access,Color,amazon_ept_v10.clothingaccessories,8
SizeColorcloth_access,SizeColor,amazon_ept_v10.clothingaccessories,9
Sizebeauty,Size,amazon_ept_v10.amazon_beauty,10
Capacitybeauty,Capacity,amazon_ept_v10.amazon_beauty,11
Colorbeauty,Color,amazon_ept_v10.amazon_beauty,12
Size-Colorbeauty,Size-Color,amazon_ept_v10.amazon_beauty,13
Scentbeauty,Scent,amazon_ept_v10.amazon_beauty,14
Size-Scentbeauty,Size-Scent,amazon_ept_v10.amazon_beauty,15
PatternNamebeauty,PatternName,amazon_ept_v10.amazon_beauty,16
Size-UnitCountbeauty,Size-UnitCount,amazon_ept_v10.amazon_beauty,17
Sizeclothing,Size,amazon_ept_v10.amazon_product_clothing,18
Colorclothing,Color,amazon_ept_v10.amazon_product_clothing,19
SizeColorclothing,SizeColor,amazon_ept_v10.amazon_product_clothing,20
Color-Itempackagequantityclothing,Color-Itempackagequantity,amazon_ept_v10.amazon_product_clothing,21
Color-Materialclothing,Color-Material,amazon_ept_v10.amazon_product_clothing,22
Color-Patternnameclothing,Color-Patternname,amazon_ept_v10.amazon_product_clothing,23
ColorSizeclothing,ColorSize,amazon_ept_v10.amazon_product_clothing,24
Itempackagequantityclothing,Itempackagequantity,amazon_ept_v10.amazon_product_clothing,25
Itempackagequantity-Colorclothing,Itempackagequantity-Color,amazon_ept_v10.amazon_product_clothing,26
Itempackagequantity-Materialclothing,Itempackagequantity-Material,amazon_ept_v10.amazon_product_clothing,27
Itempackagequantity-Sizeclothing,Itempackagequantity-Size,amazon_ept_v10.amazon_product_clothing,28
Materialclothing,Material,amazon_ept_v10.amazon_product_clothing,29
Material-Colorclothing,Material-Color,amazon_ept_v10.amazon_product_clothing,30
Material-Patternnameclothing,Material-Patternname,amazon_ept_v10.amazon_product_clothing,31
Material-Sizeclothing,Material-Size,amazon_ept_v10.amazon_product_clothing,32
Patternnameclothing,Patternname,amazon_ept_v10.amazon_product_clothing,33
Patternname-Colorclothing,Patternname-Color,amazon_ept_v10.amazon_product_clothing,34
Patternname-Materialclothing,Patternname-Material,amazon_ept_v10.amazon_product_clothing,35
Patternname-Sizeclothing,Patternname-Size,amazon_ept_v10.amazon_product_clothing,36
Size-Materialclothing,Size-Material,amazon_ept_v10.amazon_product_clothing,37
Size-Patternnameclothing,Size-Patternname,amazon_ept_v10.amazon_product_clothing,38
Cupsizeclothing,Cupsize,amazon_ept_v10.amazon_product_clothing,39
Cupsize-Colorclothing,Cupsize-Color,amazon_ept_v10.amazon_product_clothing,40
Cupsize-Color-Sizeclothing,Cupsize-Color-Size,amazon_ept_v10.amazon_product_clothing,41
Cupsize-Sizeclothing,Cupsize-Size,amazon_ept_v10.amazon_product_clothing,42
Sizegourmet,Size,amazon_ept_v10.amazon_gourmet,43
Colorgourmet,Color,amazon_ept_v10.amazon_gourmet,44
Flavorgourmet,Flavor,amazon_ept_v10.amazon_gourmet,45
Flavor-Sizegourmet,Flavor-Size,amazon_ept_v10.amazon_gourmet,46
AgeGenderCategorysports,AgeGenderCategory,amazon_ept_v10.amazon_sports,47
Amperagesports,Amperage,amazon_ept_v10.amazon_sports,48
BikeRimSizesports,BikeRimSize,amazon_ept_v10.amazon_sports,49
BikeRimSizeMaterialsports,BikeRimSizeMaterial,amazon_ept_v10.amazon_sports,50
BootSizesports,BootSize,amazon_ept_v10.amazon_sports,51
BootSizeCalfSizesports,BootSizeCalfSize,amazon_ept_v10.amazon_sports,52
CalfSizesports,CalfSize,amazon_ept_v10.amazon_sports,53
Calibersports,Caliber,amazon_ept_v10.amazon_sports,54
CaliberRoundssports,CaliberRounds,amazon_ept_v10.amazon_sports,55
Capacitysports,Capacity,amazon_ept_v10.amazon_sports,56
Colorsports,Color,amazon_ept_v10.amazon_sports,57
ColorDesignsports,ColorDesign,amazon_ept_v10.amazon_sports,58
ColorFlavorsports,ColorFlavor,amazon_ept_v10.amazon_sports,59
ColorItemThicknesssports,ColorItemThickness,amazon_ept_v10.amazon_sports,60
ColorLengthsports,ColorLength,amazon_ept_v10.amazon_sports,61
ColorLensColorsports,ColorLensColor,amazon_ept_v10.amazon_sports,62
ColorQuantitysports,ColorQuantity,amazon_ept_v10.amazon_sports,63
ColorRoundssports,ColorRounds,amazon_ept_v10.amazon_sports,64
ColorShaftMaterialsports,ColorShaftMaterial,amazon_ept_v10.amazon_sports,65
ColorShaftTypesports,ColorShaftType,amazon_ept_v10.amazon_sports,66
ColorShapesports,ColorShape,amazon_ept_v10.amazon_sports,67
ColorSizesports,ColorSize,amazon_ept_v10.amazon_sports,68
ColorStylesports,ColorStyle,amazon_ept_v10.amazon_sports,69
ColorTensionLevelsports,ColorTensionLevel,amazon_ept_v10.amazon_sports,70
ColorWattagesports,ColorWattage,amazon_ept_v10.amazon_sports,71
ColorWeightsports,ColorWeight,amazon_ept_v10.amazon_sports,72
ColorWheelSizesports,ColorWheelSize,amazon_ept_v10.amazon_sports,73
ColorWidthsports,ColorWidth,amazon_ept_v10.amazon_sports,74
Curvaturesports,Curvature,amazon_ept_v10.amazon_sports,75
CurvatureHandsports,CurvatureHand,amazon_ept_v10.amazon_sports,76
Designsports,Design,amazon_ept_v10.amazon_sports,77
DesignFlavorsports,DesignFlavor,amazon_ept_v10.amazon_sports,78
DesignLengthsports,DesignLength,amazon_ept_v10.amazon_sports,79
DesignLensColorsports,DesignLensColor,amazon_ept_v10.amazon_sports,80
DesignShaftMaterialsports,DesignShaftMaterial,amazon_ept_v10.amazon_sports,81
DesignShaftTypesports,DesignShaftType,amazon_ept_v10.amazon_sports,82
DesignShapesports,DesignShape,amazon_ept_v10.amazon_sports,83
DesignSizesports,DesignSize,amazon_ept_v10.amazon_sports,84
DesignStylesports,DesignStyle,amazon_ept_v10.amazon_sports,85
DesignTensionLevelsports,DesignTensionLevel,amazon_ept_v10.amazon_sports,86
DesignWeightsports,DesignWeight,amazon_ept_v10.amazon_sports,87
DesignWheelSizesports,DesignWheelSize,amazon_ept_v10.amazon_sports,88
DesignWidthsports,DesignWidth,amazon_ept_v10.amazon_sports,89
Diametersports,Diameter,amazon_ept_v10.amazon_sports,90
DivingHoodThicknesssports,DivingHoodThickness,amazon_ept_v10.amazon_sports,91
FencingPommelTypesports,FencingPommelType,amazon_ept_v10.amazon_sports,92
FencingPommelTypeGripTypesports,FencingPommelTypeGripType,amazon_ept_v10.amazon_sports,93
Flavorsports,Flavor,amazon_ept_v10.amazon_sports,94
FlavorSizesports,FlavorSize,amazon_ept_v10.amazon_sports,95
GolfFlexsports,GolfFlex,amazon_ept_v10.amazon_sports,96
GolfFlexGolfLoftsports,GolfFlexGolfLoft,amazon_ept_v10.amazon_sports,97
GolfFlexMaterialsports,GolfFlexMaterial,amazon_ept_v10.amazon_sports,98
GolfFlexShaftMaterialsports,GolfFlexShaftMaterial,amazon_ept_v10.amazon_sports,99
GolfLoftsports,GolfLoft,amazon_ept_v10.amazon_sports,100
GolfLoftShaftMaterialsports,GolfLoftShaftMaterial,amazon_ept_v10.amazon_sports,101
GripSizesports,GripSize,amazon_ept_v10.amazon_sports,102
GripSizeGripTypesports,GripSizeGripType,amazon_ept_v10.amazon_sports,103
GripSizeHeadSizesports,GripSizeHeadSize,amazon_ept_v10.amazon_sports,104
GripTypesports,GripType,amazon_ept_v10.amazon_sports,105
Handsports,Hand,amazon_ept_v10.amazon_sports,106
HandBounceGolfFlexsports,HandBounceGolfFlex,amazon_ept_v10.amazon_sports,107
HandBounceShaftTypeGolfFlexsports,HandBounceShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,108
HandClubGolfFlexsports,HandClubGolfFlex,amazon_ept_v10.amazon_sports,109
HandClubShaftTypeGolfFlexsports,HandClubShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,110
HandGolfFlexsports,HandGolfFlex,amazon_ept_v10.amazon_sports,111
HandIronsGolfFlexsports,HandIronsGolfFlex,amazon_ept_v10.amazon_sports,112
HandIronsLieAngleGolfFlexsports,HandIronsLieAngleGolfFlex,amazon_ept_v10.amazon_sports,113
HandIronsLieAngleShaftTypeGolfFlexsports,HandIronsLieAngleShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,114
HandIronsShaftTypeGolfFlexsports,HandIronsShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,115
HandLengthsports,HandLength,amazon_ept_v10.amazon_sports,116
HandLieAnglesports,HandLieAngle,amazon_ept_v10.amazon_sports,117
HandLieAngleGolfFlexsports,HandLieAngleGolfFlex,amazon_ept_v10.amazon_sports,118
HandLieAngleLengthsports,HandLieAngleLength,amazon_ept_v10.amazon_sports,119
HandLieAngleShaftTypesports,HandLieAngleShaftType,amazon_ept_v10.amazon_sports,120
HandLieAngleShaftTypeGolfFlexsports,HandLieAngleShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,121
HandLieAngleShaftTypeLengthsports,HandLieAngleShaftTypeLength,amazon_ept_v10.amazon_sports,122
HandGolfLoftBounceGolfFlexsports,HandGolfLoftBounceGolfFlex,amazon_ept_v10.amazon_sports,123
HandGolfLoftBounceShaftTypeGolfFlexsports,HandGolfLoftBounceShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,124
HandGolfLoftGolfFlexsports,HandGolfLoftGolfFlex,amazon_ept_v10.amazon_sports,125
HandGolfLoftShaftTypeGolfFlexsports,HandGolfLoftShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,126
HandModelsports,HandModel,amazon_ept_v10.amazon_sports,127
HandModelLengthsports,HandModelLength,amazon_ept_v10.amazon_sports,128
HandModelShaftTypesports,HandModelShaftType,amazon_ept_v10.amazon_sports,129
HandModelShaftTypeLengthsports,HandModelShaftTypeLength,amazon_ept_v10.amazon_sports,130
HandShaftLengthsports,HandShaftLength,amazon_ept_v10.amazon_sports,131
HandShaftMaterialGolfFlexsports,HandShaftMaterialGolfFlex,amazon_ept_v10.amazon_sports,132
HandShaftMaterialGolfFlexGolfLoftsports,HandShaftMaterialGolfFlexGolfLoft,amazon_ept_v10.amazon_sports,133
HandShaftTypesports,HandShaftType,amazon_ept_v10.amazon_sports,134
HandShaftTypeGolfFlexsports,HandShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,135
HandShaftTypeLengthsports,HandShaftTypeLength,amazon_ept_v10.amazon_sports,136
HandSizesports,HandSize,amazon_ept_v10.amazon_sports,137
HandTensionLevelsports,HandTensionLevel,amazon_ept_v10.amazon_sports,138
HandWeightsports,HandWeight,amazon_ept_v10.amazon_sports,139
HandWoodGolfFlexsports,HandWoodGolfFlex,amazon_ept_v10.amazon_sports,140
HandWoodShaftTypeGolfFlexsports,HandWoodShaftTypeGolfFlex,amazon_ept_v10.amazon_sports,141
HeadSizesports,HeadSize,amazon_ept_v10.amazon_sports,142
HeadSizeShapesports,HeadSizeShape,amazon_ept_v10.amazon_sports,143
Heightsports,Height,amazon_ept_v10.amazon_sports,144
HeightSizesports,HeightSize,amazon_ept_v10.amazon_sports,145
HeightStylesports,HeightStyle,amazon_ept_v10.amazon_sports,146
HeightWeightsports,HeightWeight,amazon_ept_v10.amazon_sports,147
HeightWidthsports,HeightWidth,amazon_ept_v10.amazon_sports,148
ItemThicknesssports,ItemThickness,amazon_ept_v10.amazon_sports,149
Lengthsports,Length,amazon_ept_v10.amazon_sports,150
LengthLineCapacitysports,LengthLineCapacity,amazon_ept_v10.amazon_sports,151
LengthLineWeightsports,LengthLineWeight,amazon_ept_v10.amazon_sports,152
LengthMaterialsports,LengthMaterial,amazon_ept_v10.amazon_sports,153
LengthShaftTypesports,LengthShaftType,amazon_ept_v10.amazon_sports,154
LengthSizesports,LengthSize,amazon_ept_v10.amazon_sports,155
LengthStylesports,LengthStyle,amazon_ept_v10.amazon_sports,156
LengthWeightsports,LengthWeight,amazon_ept_v10.amazon_sports,157
LengthWeightSupportedsports,LengthWeightSupported,amazon_ept_v10.amazon_sports,158
LengthWidthsports,LengthWidth,amazon_ept_v10.amazon_sports,159
LensColorsports,LensColor,amazon_ept_v10.amazon_sports,160
LensColorMaterialsports,LensColorMaterial,amazon_ept_v10.amazon_sports,161
LensColorShapesports,LensColorShape,amazon_ept_v10.amazon_sports,162
LineCapacitysports,LineCapacity,amazon_ept_v10.amazon_sports,163
LineCapacitySizesports,LineCapacitySize,amazon_ept_v10.amazon_sports,164
LineCapacityWeightsports,LineCapacityWeight,amazon_ept_v10.amazon_sports,165
LineWeightsports,LineWeight,amazon_ept_v10.amazon_sports,166
LineWeightSizesports,LineWeightSize,amazon_ept_v10.amazon_sports,167
Materialsports,Material,amazon_ept_v10.amazon_sports,168
MaterialShapesports,MaterialShape,amazon_ept_v10.amazon_sports,169
MaterialSizesports,MaterialSize,amazon_ept_v10.amazon_sports,170
MaterialStylesports,MaterialStyle,amazon_ept_v10.amazon_sports,171
MaterialTensionLevelsports,MaterialTensionLevel,amazon_ept_v10.amazon_sports,172
MaterialWeightsports,MaterialWeight,amazon_ept_v10.amazon_sports,173
MaterialWheelSizesports,MaterialWheelSize,amazon_ept_v10.amazon_sports,174
MaterialWidthsports,MaterialWidth,amazon_ept_v10.amazon_sports,175
Quantitysports,Quantity,amazon_ept_v10.amazon_sports,176
QuantityShapesports,QuantityShape,amazon_ept_v10.amazon_sports,177
QuantitySizesports,QuantitySize,amazon_ept_v10.amazon_sports,178
QuantityWeightsports,QuantityWeight,amazon_ept_v10.amazon_sports,179
Roundssports,Rounds,amazon_ept_v10.amazon_sports,180
RoundsSizesports,RoundsSize,amazon_ept_v10.amazon_sports,181
ShaftMaterialsports,ShaftMaterial,amazon_ept_v10.amazon_sports,182
ShaftMaterialShaftTypesports,ShaftMaterialShaftType,amazon_ept_v10.amazon_sports,183
ShaftTypesports,ShaftType,amazon_ept_v10.amazon_sports,184
Shapesports,Shape,amazon_ept_v10.amazon_sports,185
ShapeSizesports,ShapeSize,amazon_ept_v10.amazon_sports,186
ShapeTensionLevelsports,ShapeTensionLevel,amazon_ept_v10.amazon_sports,187
ShapeWeightsports,ShapeWeight,amazon_ept_v10.amazon_sports,188
Sizesports,Size,amazon_ept_v10.amazon_sports,189
SizeStylesports,SizeStyle,amazon_ept_v10.amazon_sports,190
SizeTensionLevelsports,SizeTensionLevel,amazon_ept_v10.amazon_sports,191
SizeWattagesports,SizeWattage,amazon_ept_v10.amazon_sports,192
SizeWeightsports,SizeWeight,amazon_ept_v10.amazon_sports,193
SizeWeightSupportedsports,SizeWeightSupported,amazon_ept_v10.amazon_sports,194
SizeWheelSizesports,SizeWheelSize,amazon_ept_v10.amazon_sports,195
SizeWidthsports,SizeWidth,amazon_ept_v10.amazon_sports,196
Stylesports,Style,amazon_ept_v10.amazon_sports,197
StyleTensionLevelsports,StyleTensionLevel,amazon_ept_v10.amazon_sports,198
StyleWeightsports,StyleWeight,amazon_ept_v10.amazon_sports,199
StyleWheelSizesports,StyleWheelSize,amazon_ept_v10.amazon_sports,200
StyleWidthsports,StyleWidth,amazon_ept_v10.amazon_sports,201
TemperatureRatingsports,TemperatureRating,amazon_ept_v10.amazon_sports,202
TemperatureRatingColorsports,TemperatureRatingColor,amazon_ept_v10.amazon_sports,203
TemperatureRatingDesignsports,TemperatureRatingDesign,amazon_ept_v10.amazon_sports,204
TemperatureRatingHandsports,TemperatureRatingHand,amazon_ept_v10.amazon_sports,205
TemperatureRatingLengthsports,TemperatureRatingLength,amazon_ept_v10.amazon_sports,206
TemperatureRatingMaterialsports,TemperatureRatingMaterial,amazon_ept_v10.amazon_sports,207
TemperatureRatingShapesports,TemperatureRatingShape,amazon_ept_v10.amazon_sports,208
TemperatureRatingSizesports,TemperatureRatingSize,amazon_ept_v10.amazon_sports,209
TensionLevelsports,TensionLevel,amazon_ept_v10.amazon_sports,210
TensionLevelWeightsports,TensionLevelWeight,amazon_ept_v10.amazon_sports,211
TensionLevelWeightSupportedsports,TensionLevelWeightSupported,amazon_ept_v10.amazon_sports,212
Wattagesports,Wattage,amazon_ept_v10.amazon_sports,213
Weightsports,Weight,amazon_ept_v10.amazon_sports,214
WeightSupportedsports,WeightSupported,amazon_ept_v10.amazon_sports,215
WeightWidthsports,WeightWidth,amazon_ept_v10.amazon_sports,216
WheelSizesports,WheelSize,amazon_ept_v10.amazon_sports,217
WheelSizeWeightsports,WheelSizeWeight,amazon_ept_v10.amazon_sports,218
Widthsports,Width,amazon_ept_v10.amazon_sports,219
CustomerPackageTypesports,CustomerPackageType,amazon_ept_v10.amazon_sports,220
ColorName-CustomerPackageTypesports,ColorName-CustomerPackageType,amazon_ept_v10.amazon_sports,221
SizeName-CustomerPackageTypesports,SizeName-CustomerPackageType,amazon_ept_v10.amazon_sports,222
SizeName-ColorName-CustomerPackageTypesports,SizeName-ColorName-CustomerPackageType,amazon_ept_v10.amazon_sports,223
StyleName-CustomerPackageTypesports,StyleName-CustomerPackageType,amazon_ept_v10.amazon_sports,224
SizeName-StyleName-CustomerPackageTypesports,SizeName-StyleName-CustomerPackageType,amazon_ept_v10.amazon_sports,225
SizeNameluxury_beauty,SizeName,amazon_ept_v10.luxury_beauty,226
ColorNameluxury_beauty,ColorName,amazon_ept_v10.luxury_beauty,227
SizeName-ColorNameluxury_beauty,SizeName-ColorName,amazon_ept_v10.luxury_beauty,228
Scentluxury_beauty,Scent,amazon_ept_v10.luxury_beauty,229
Size-Scentluxury_beauty,Size-Scent,amazon_ept_v10.luxury_beauty,230
SizeNamefurniture,SizeName,amazon_ept_v10.furniture,231
ColorNamefurniture,ColorName,amazon_ept_v10.furniture,232
SizeName-ColorNamefurniture,SizeName-ColorName,amazon_ept_v10.furniture,233
Colorwine_and_alco,Color,amazon_ept_v10.wineandalcohol,234
Color-ItemDisplayWeightwine_and_alco,Color-ItemDisplayWeight,amazon_ept_v10.wineandalcohol,235
Color-PatternNamewine_and_alco,Color-PatternName,amazon_ept_v10.wineandalcohol,236
Color-Sizewine_and_alco,Color-Size,amazon_ept_v10.wineandalcohol,237
Flavorwine_and_alco,Flavor,amazon_ept_v10.wineandalcohol,238
Flavor-Sizewine_and_alco,Flavor-Size,amazon_ept_v10.wineandalcohol,239
ItemDisplayWeightwine_and_alco,ItemDisplayWeight,amazon_ept_v10.wineandalcohol,240
ItemDisplayWeight-Colorwine_and_alco,ItemDisplayWeight-Color,amazon_ept_v10.wineandalcohol,241
ItemDisplayWeight-ItemPackageQuantitywine_and_alco,ItemDisplayWeight-ItemPackageQuantity,amazon_ept_v10.wineandalcohol,242
ItemDisplayWeight-Sizewine_and_alco,ItemDisplayWeight-Size,amazon_ept_v10.wineandalcohol,243
ItemPackageQuantity-ItemDisplayWeightwine_and_alco,ItemPackageQuantity-ItemDisplayWeight,amazon_ept_v10.wineandalcohol,244
PatternNamewine_and_alco,PatternName,amazon_ept_v10.wineandalcohol,245
PatternName-Flavorwine_and_alco,PatternName-Flavor,amazon_ept_v10.wineandalcohol,246
PatternName-ItemDisplayWeightwine_and_alco,PatternName-ItemDisplayWeight,amazon_ept_v10.wineandalcohol,247
PatternName-Sizewine_and_alco,PatternName-Size,amazon_ept_v10.wineandalcohol,248
Sizewine_and_alco,Size,amazon_ept_v10.wineandalcohol,249
Size-Colorwine_and_alco,Size-Color,amazon_ept_v10.wineandalcohol,250
Size-ItemDisplayWeightwine_and_alco,Size-ItemDisplayWeight,amazon_ept_v10.wineandalcohol,251
Size-PatternNamewine_and_alco,Size-PatternName,amazon_ept_v10.wineandalcohol,252
ColorNamelab_supply,ColorName,amazon_ept_v10.lab_supply,253
ItemPackageQuantitylab_supply,ItemPackageQuantity,amazon_ept_v10.lab_supply,254
ItemWeightlab_supply,ItemWeight,amazon_ept_v10.lab_supply,255
Materiallab_supply,Material,amazon_ept_v10.lab_supply,256
NumberOfItemslab_supply,NumberOfItems,amazon_ept_v10.lab_supply,257
SizeName-ColorNamelab_supply,SizeName-ColorName,amazon_ept_v10.lab_supply,258
SizeNamelab_supply,SizeName,amazon_ept_v10.lab_supply,259
Stylelab_supply,Style,amazon_ept_v10.lab_supply,260
ColorNamesafety_supply,ColorName,amazon_ept_v10.safetysupply,261
ItemPackageQuantitysafety_supply,ItemPackageQuantity,amazon_ept_v10.safetysupply,262
ItemWeightsafety_supply,ItemWeight,amazon_ept_v10.safetysupply,263
Materialsafety_supply,Material,amazon_ept_v10.safetysupply,264
NumberOfItemssafety_supply,NumberOfItems,amazon_ept_v10.safetysupply,265
SizeName-ColorNamesafety_supply,SizeName-ColorName,amazon_ept_v10.safetysupply,266
SizeNamesafety_supply,SizeName,amazon_ept_v10.safetysupply,267
Stylesafety_supply,Style,amazon_ept_v10.safetysupply,268
Colorpet_supp,Color,amazon_ept_v10.pet_supplies,269
Sizepet_supp,Size,amazon_ept_v10.pet_supplies,270
SizeColorpet_supp,SizeColor,amazon_ept_v10.pet_supplies,271
Flavorpet_supp,Flavor,amazon_ept_v10.pet_supplies,272
FlavorSizepet_supp,FlavorSize,amazon_ept_v10.pet_supplies,273
PatternNamepet_supp,PatternName,amazon_ept_v10.pet_supplies,274
Color-PatternNamepet_supp,Color-PatternName,amazon_ept_v10.pet_supplies,275
PatternName-Sizepet_supp,PatternName-Size,amazon_ept_v10.pet_supplies,276
PatternName-Flavorpet_supp,PatternName-Flavor,amazon_ept_v10.pet_supplies,277
Scentpet_supp,Scent,amazon_ept_v10.pet_supplies,278
Colortoys_main_categ,Color,amazon_ept_v10.toys,279
Sizetoys_main_categ,Size,amazon_ept_v10.toys,280
SizeColortoys_main_categ,SizeColor,amazon_ept_v10.toys,281
Styletoys_main_categ,Style,amazon_ept_v10.toys,282
Editiontoys_main_categ,Edition,amazon_ept_v10.toys,283
Sizelarge_app,Size,amazon_ept_v10.largeappliances,283
Colorlarge_app,Color,amazon_ept_v10.largeappliances,283
SizeColorlarge_app,SizeColor,amazon_ept_v10.largeappliances,283
colo_lightsand_fix,Color,amazon_ept_v10.lightsandfixtures,283
Wattage_light_bulbs,Wattage,amazon_ept_v10.lightbulbs,284
Sizeautoaccessorymisc,Size,amazon_ept_v10.autoaccessorymisc,285
Colorautoaccessorymisc,Color,amazon_ept_v10.autoaccessorymisc,286
Size-Colorautoaccessorymisc,Size-Color,amazon_ept_v10.autoaccessorymisc,287
Sizeauto_part_2212221,Size,amazon_ept_v10.amazon_auto_part,288
Colorauto_part_1234,Color,amazon_ept_v10.amazon_auto_part,289
Size-Colorauto_part,Size-Color,amazon_ept_v10.amazon_auto_part,290
Sizepower_sports,Size,amazon_ept_v10.power_sports_parts,291
Colorpower_sports,Color,amazon_ept_v10.power_sports_parts,292
Size-Colorpower_sports,Size-Color,amazon_ept_v10.power_sports_parts,293
Color_power_sports_vehicle,Color,amazon_ept_v10.amazon_power_sports_vehicle,294
Sizeprotective_gear,Size,amazon_ept_v10.protectivegear,295
Colorprotective_gear,Color,amazon_ept_v10.protectivegear,296
Size-Colorprotective_gear,Size-Color,amazon_ept_v10.protectivegear,297
Sizeamazon_helmet,Size,amazon_ept_v10.amazon_helmet,298
Coloramazon_helmet,Color,amazon_ept_v10.amazon_helmet,299
Size-Coloramazon_helmet,Size-Color,amazon_ept_v10.amazon_helmet,300
Sizeamazon_riding,Size,amazon_ept_v10.amazon_riding_apparel,301
Coloramazon_riding,Color,amazon_ept_v10.amazon_riding_apparel,302
Size-Coloramazon_riding,Size-Color,amazon_ept_v10.amazon_riding_apparel,303
Sizeamazon_toys_buby,Size,amazon_ept_v10.amazon_toys_baby,304
Coloramazon_toys_buby,Color,amazon_ept_v10.amazon_toys_baby,305
Size-Coloramazon_toys_buby,Size-Color,amazon_ept_v10.amazon_toys_baby,306
Color307,Color,amazon_ept_v10.stringedinstruments,307
Color309,Color,amazon_ept_v10.percussioninstruments,309
Color310,Color,amazon_ept_v10.miscworldinstruments,310
Color311,Color,amazon_ept_v10.keyboardinstruments,311
Color312,Color,amazon_ept_v10.amazon_instrumentpartsandaccessories,312
Color313,Color,amazon_ept_v10.amazon_guitars,313
Color314,Color,amazon_ept_v10.amazon_brass_wood_ind,314
Color315,Color,amazon_ept_v10.soundandrecordingequipment,315
Size316,Size,amazon_ept_v10.amazon_health_misc,316
Color317,Color,amazon_ept_v10.amazon_health_misc,317
Count318,Count,amazon_ept_v10.amazon_health_misc,318
Scent319,Scent,amazon_ept_v10.amazon_health_misc,319
Flavor320,Flavor,amazon_ept_v10.amazon_health_misc,320
Size-Color321,Size-Color,amazon_ept_v10.amazon_health_misc,321
Flavor-Count322,Flavor-Count,amazon_ept_v10.amazon_health_misc,322
Flavor-Size323,Flavor-Size,amazon_ept_v10.amazon_health_misc,323
Size-Scent324,Size-Scent,amazon_ept_v10.amazon_health_misc,324
Size-UnitCount325,Size-UnitCount,amazon_ept_v10.amazon_health_misc,325
CustomerPackageType326,CustomerPackageType,amazon_ept_v10.amazon_health_misc,326
ColorName-CustomerPackageType327,ColorName-CustomerPackageType,amazon_ept_v10.amazon_health_misc,327
SizeName-CustomerPackageType328,SizeName-CustomerPackageType,amazon_ept_v10.amazon_health_misc,328
SizeName-ColorName-CustomerPackageType329,SizeName-ColorName-CustomerPackageType,amazon_ept_v10.amazon_health_misc,329
StyleName-CustomerPackageType330,StyleName-CustomerPackageType,amazon_ept_v10.amazon_health_misc,330
SizeName-StyleName-CustomerPackageType331,SizeName-StyleName-CustomerPackageType,amazon_ept_v10.amazon_health_misc,331
Opticalpower-Basecurveradius-Itemdiameterstring-Cylindercorrection-Cylinderaxis-unitcount332,Opticalpower-Basecurveradius-Itemdiameterstring-Cylindercorrection-Cylinderaxis-unitcount,amazon_ept_v10.amazon_health_misc,332
Opticalpower-Basecurveradius-Itemdiameterstring-Lensadditionpower-Unitcount333,Opticalpower-Basecurveradius-Itemdiameterstring-Lensadditionpower-Unitcount,amazon_ept_v10.amazon_health_misc,333
Opticalpower-Basecurveradius-Itemdiameterstring-Unitcount334,Opticalpower-Basecurveradius-Itemdiameterstring-Unitcount,amazon_ept_v10.amazon_health_misc,334
Size335,Size,amazon_ept_v10.amazon_personal_care_app,335
Color336,Color,amazon_ept_v10.amazon_personal_care_app,336
Count337,Count,amazon_ept_v10.amazon_personal_care_app,337
Size-Color338,Size-Color,amazon_ept_v10.amazon_personal_care_app,338
Size-UnitCount339,Size-UnitCount,amazon_ept_v10.amazon_personal_care_app,339
Scent340,Scent,amazon_ept_v10.amazon_personal_care_app,340
Size341,Size,amazon_ept_v10.bhilding_materials,341
Color342,Color,amazon_ept_v10.bhilding_materials,342
Material343,Material,amazon_ept_v10.bhilding_materials,343
ItemWeight344,ItemWeight,amazon_ept_v10.bhilding_materials,344
Size-Color345,Size-Color,amazon_ept_v10.bhilding_materials,345
ItemPackageQuantity346,ItemPackageQuantity,amazon_ept_v10.bhilding_materials,346
Size347,Size,amazon_ept_v10.home_Hardware,347
Color348,Color,amazon_ept_v10.home_Hardware,348
Material349,Material,amazon_ept_v10.home_Hardware,349
ItemWeight350,ItemWeight,amazon_ept_v10.home_Hardware,350
ItemPackageQuantity351,ItemPackageQuantity,amazon_ept_v10.home_Hardware,351
Size352,Size,amazon_ept_v10.home_tools,352
Color353,Color,amazon_ept_v10.home_tools,353
ItemWeight354,ItemWeight,amazon_ept_v10.home_tools,354
